ID,Origin_LONG,Origin_LAT,Destination_LONG,Destination_LAT,DIST,DUR,,,,,,
28918,-43.902877,-19.588517,-43.918654,-19.665134,0,0,,,,,0,0
28919,-43.902877,-19.588517,-43.91609,-19.655881,0,0,,,,,0,0
28920,-43.902877,-19.588517,-43.916603,-19.634788,0,0,,,,,0,0
28921,-43.902877,-19.588517,-43.913155,-19.634636,0,0,,,,,0,0
28922,-43.902877,-19.588517,-43.899963,-19.613998,0,0,,,,,0,0
28923,-43.902877,-19.588517,-43.899687,-19.606162,0,0,,,,,0,0
28924,-43.902877,-19.588517,-43.896424,-19.611028,0,0,,,,,0,0
28925,-43.902877,-19.588517,-43.896972,-19.593068,0,0,,,,,0,0
28926,-43.902877,-19.588517,-43.900061,-19.595444,0,0,,,,,0,0
28927,-43.902877,-19.588517,-43.894138,-19.598335,0,0,,,,,0,0
28928,-43.902877,-19.588517,-43.893811,-19.604682,0,0,,,,,0,0
28929,-43.902877,-19.588517,-43.897331,-19.603655,0,0,,,,,0,0
28930,-43.902877,-19.588517,-43.901021,-19.601781,0,0,,,,,0,0
28931,-43.902877,-19.588517,-43.900053,-19.599668,0,0,,,,,0,0
28932,-43.902877,-19.588517,-43.89626,-19.60104,0,0,,,,,0,0
28933,-43.902877,-19.588517,-43.93517,-19.661016,0,0,,,,,0,0
28934,-43.902877,-19.588517,-43.937106,-19.660192,0,0,,,,,0,0
28935,-43.902877,-19.588517,-43.919783,-19.621652,0,0,,,,,0,0
28936,-43.902877,-19.588517,-43.921477,-19.608382,0,0,,,,,0,0
28937,-43.902877,-19.588517,-43.909054,-19.642838,0,0,,,,,0,0
28938,-43.902877,-19.588517,-43.912199,-19.64297,0,0,,,,,0,0
28939,-43.902877,-19.588517,-43.903093,-19.632624,0,0,,,,,0,0
28940,-43.902877,-19.588517,-43.905684,-19.632341,0,0,,,,,0,0
28941,-43.902877,-19.588517,-43.870231,-19.637962,0,0,,,,,0,0
28942,-43.902877,-19.588517,-43.8796,-19.636101,0,0,,,,,0,0
28943,-43.902877,-19.588517,-43.873138,-19.631576,0,0,,,,,0,0
28944,-43.902877,-19.588517,-43.88001,-19.634109,0,0,,,,,0,0
28945,-43.902877,-19.588517,-43.898519,-19.622424,0,0,,,,,0,0
28946,-43.902877,-19.588517,-43.900916,-19.624481,0,0,,,,,0,0
28947,-43.902877,-19.588517,-43.887247,-19.633683,0,0,,,,,0,0
28948,-43.902877,-19.588517,-43.894431,-19.625344,0,0,,,,,0,0
28949,-43.902877,-19.588517,-43.893167,-19.626828,0,0,,,,,0,0
28950,-43.902877,-19.588517,-43.883963,-19.650202,0,0,,,,,0,0
28951,-43.902877,-19.588517,-43.886291,-19.647427,0,0,,,,,0,0
28952,-43.902877,-19.588517,-43.908902,-19.634638,0,0,,,,,0,0
28953,-43.902877,-19.588517,-43.908705,-19.635958,0,0,,,,,0,0
28954,-43.902877,-19.588517,-43.91027,-19.629123,0,0,,,,,0,0
28955,-43.902877,-19.588517,-43.907624,-19.630851,0,0,,,,,0,0
28956,-43.902877,-19.588517,-43.906315,-19.605177,0,0,,,,,0,0
28957,-43.902877,-19.588517,-43.904322,-19.603605,0,0,,,,,0,0
28958,-43.902877,-19.588517,-43.877541,-19.63967,0,0,,,,,0,0
28959,-43.902877,-19.588517,-43.875605,-19.639262,0,0,,,,,0,0
28960,-43.902877,-19.588517,-43.894747,-19.621918,0,0,,,,,0,0
28961,-43.902877,-19.588517,-43.892466,-19.623253,0,0,,,,,0,0
28962,-43.902877,-19.588517,-43.90424,-19.615692,0,0,,,,,0,0
28963,-43.902877,-19.588517,-43.905849,-19.615717,0,0,,,,,0,0
28964,-43.902877,-19.588517,-43.906026,-19.615777,0,0,,,,,0,0
28965,-43.902877,-19.588517,-43.908313,-19.621627,0,0,,,,,0,0
28966,-43.902877,-19.588517,-43.862806,-19.599422,0,0,,,,,0,0
28967,-43.902877,-19.588517,-43.893944,-19.657715,0,0,,,,,0,0
28968,-43.902877,-19.588517,-43.901936,-19.595025,0,0,,,,,0,0
28969,-43.902877,-19.588517,-43.901976,-19.593303,0,0,,,,,0,0
28970,-43.902877,-19.588517,-43.901848,-19.596393,0,0,,,,,0,0
28971,-43.902877,-19.588517,-43.901741,-19.597045,0,0,,,,,0,0
28972,-43.902877,-19.588517,-43.868917,-19.660512,0,0,,,,,0,0
28973,-43.902877,-19.588517,-43.867017,-19.657715,0,0,,,,,0,0
28974,-43.902877,-19.588517,-43.912076,-19.6796,0,0,,,,,0,0
28975,-43.902877,-19.588517,-43.914368,-19.680459,0,0,,,,,0,0
28976,-43.902877,-19.588517,-43.888611,-19.676222,0,0,,,,,0,0
28977,-43.902877,-19.588517,-43.890232,-19.677258,0,0,,,,,0,0
28978,-43.902877,-19.588517,-43.892038,-19.618388,0,0,,,,,0,0
28979,-43.902877,-19.588517,-43.888789,-19.616173,0,0,,,,,0,0
28980,-43.902877,-19.588517,-43.904396,-19.627922,0,0,,,,,0,0
28981,-43.902877,-19.588517,-43.905374,-19.629867,0,0,,,,,0,0
28982,-43.902877,-19.588517,-43.876015,-19.580069,0,0,,,,,0,0
28983,-43.902877,-19.588517,-43.885587,-19.597796,0,0,,,,,0,0
28984,-43.902877,-19.588517,-43.908844,-19.601224,0,0,,,,,0,0
28985,-43.902877,-19.588517,-43.909191,-19.604362,0,0,,,,,0,0
28986,-43.902877,-19.588517,-43.894523,-19.686792,0,0,,,,,0,0
28987,-43.902877,-19.588517,-43.91043,-19.662867,0,0,,,,,0,0
28988,-43.902877,-19.588517,-51.404239,-19.182251,0,0,,,,,0,0
28989,-43.902877,-19.588517,-51.371731,-19.135087,0,0,,,,,0,0
28990,-43.902877,-19.588517,-51.397089,-19.184271,0,0,,,,,0,0
28991,-43.901586,-19.589772,-43.887816,-19.628894,0,0,,,,,0,0
28992,-43.901586,-19.589772,-43.886362,-19.623762,0,0,,,,,0,0
28993,-43.901586,-19.589772,-43.882329,-19.637045,0,0,,,,,0,0
28994,-43.901586,-19.589772,-43.885555,-19.638949,0,0,,,,,0,0
28995,-43.901586,-19.589772,-43.882628,-19.639586,0,0,,,,,0,0
28996,-43.901586,-19.589772,-43.869021,-19.640799,0,0,,,,,0,0
28997,-43.901586,-19.589772,-43.8721,-19.645243,0,0,,,,,0,0
28998,-43.901586,-19.589772,-43.878554,-19.649927,0,0,,,,,0,0
28999,-43.901586,-19.589772,-43.874361,-19.65039,0,0,,,,,0,0
29000,-43.901586,-19.589772,-43.874658,-19.654504,0,0,,,,,0,0
29001,-43.901586,-19.589772,-43.890344,-19.646015,0,0,,,,,0,0
29002,-43.901586,-19.589772,-43.875715,-19.666802,0,0,,,,,0,0
29003,-43.901586,-19.589772,-43.901752,-19.649969,0,0,,,,,0,0
29004,-43.901586,-19.589772,-43.90361,-19.647461,0,0,,,,,0,0
29005,-43.901586,-19.589772,-43.90646,-19.649462,0,0,,,,,0,0
29006,-43.901586,-19.589772,-43.931177,-19.664378,0,0,,,,,0,0
29007,-43.901586,-19.589772,-43.908711,-19.648155,0,0,,,,,0,0
29008,-43.901586,-19.589772,-43.916438,-19.638972,0,0,,,,,0,0
29009,-43.901586,-19.589772,-43.908495,-19.63815,0,0,,,,,0,0
29010,-43.901586,-19.589772,-43.901174,-19.634979,0,0,,,,,0,0
29011,-43.901586,-19.589772,-43.89168,-19.628555,0,0,,,,,0,0
29012,-43.901586,-19.589772,-43.90219,-19.626891,0,0,,,,,0,0
29013,-43.901586,-19.589772,-43.903074,-19.625283,0,0,,,,,0,0
29014,-43.901586,-19.589772,-43.909308,-19.606419,0,0,,,,,0,0
29015,-43.901586,-19.589772,-43.910928,-19.605063,0,0,,,,,0,0
29016,-43.901586,-19.589772,-43.905764,-19.596147,0,0,,,,,0,0
29017,-43.901586,-19.589772,-43.904896,-19.601687,0,0,,,,,0,0
29018,-43.901586,-19.589772,-43.835316,-19.647693,0,0,,,,,0,0
29019,-43.901586,-19.589772,-43.928335,-19.670593,0,0,,,,,0,0
29020,-43.901586,-19.589772,-43.935533,-19.660824,0,0,,,,,0,0
29021,-43.901586,-19.589772,-43.904992,-19.591055,0,0,,,,,0,0
29022,-43.901586,-19.589772,-43.896709,-19.6241,0,0,,,,,0,0
29023,-43.901586,-19.589772,-43.896466,-19.626741,0,0,,,,,0,0
29024,-43.901586,-19.589772,-43.889997,-19.625367,0,0,,,,,0,0
29025,-43.901586,-19.589772,-43.891097,-19.62513,0,0,,,,,0,0
29026,-43.901586,-19.589772,-43.880089,-19.630027,0,0,,,,,0,0
29027,-43.901586,-19.589772,-43.884944,-19.635291,0,0,,,,,0,0
29028,-43.901586,-19.589772,-43.884016,-19.641878,0,0,,,,,0,0
29029,-43.901586,-19.589772,-43.881444,-19.64237,0,0,,,,,0,0
29030,-43.901586,-19.589772,-43.879083,-19.642614,0,0,,,,,0,0
29031,-43.901586,-19.589772,-43.879921,-19.640267,0,0,,,,,0,0
29032,-43.901586,-19.589772,-43.873252,-19.640948,0,0,,,,,0,0
29033,-43.901586,-19.589772,-43.876184,-19.642382,0,0,,,,,0,0
29034,-43.901586,-19.589772,-43.86873,-19.648669,0,0,,,,,0,0
29035,-43.901586,-19.589772,-43.873966,-19.648314,0,0,,,,,0,0
29036,-43.901586,-19.589772,-43.876366,-19.648344,0,0,,,,,0,0
29037,-43.901586,-19.589772,-43.878041,-19.645779,0,0,,,,,0,0
29038,-43.901586,-19.589772,-43.880367,-19.645593,0,0,,,,,0,0
29039,-43.901586,-19.589772,-43.882307,-19.646324,0,0,,,,,0,0
29040,-43.901586,-19.589772,-43.864303,-19.65104,0,0,,,,,0,0
29041,-43.901586,-19.589772,-43.86371,-19.6557,0,0,,,,,0,0
29042,-43.901586,-19.589772,-43.870096,-19.65158,0,0,,,,,0,0
29043,-43.901586,-19.589772,-43.870192,-19.656439,0,0,,,,,0,0
29044,-43.901586,-19.589772,-43.874499,-19.658941,0,0,,,,,0,0
29045,-43.901586,-19.589772,-43.866814,-19.665944,0,0,,,,,0,0
29046,-43.901586,-19.589772,-43.879443,-19.658127,0,0,,,,,0,0
29047,-43.901586,-19.589772,-43.880927,-19.656717,0,0,,,,,0,0
29048,-43.901586,-19.589772,-43.888359,-19.658404,0,0,,,,,0,0
29049,-43.901586,-19.589772,-43.88647,-19.655111,0,0,,,,,0,0
29050,-43.901586,-19.589772,-43.886717,-19.65247,0,0,,,,,0,0
29051,-43.901586,-19.589772,-43.89113,-19.650488,0,0,,,,,0,0
29052,-43.901586,-19.589772,-43.878139,-19.66958,0,0,,,,,0,0
29053,-43.901586,-19.589772,-43.891364,-19.672946,0,0,,,,,0,0
29054,-43.901586,-19.589772,-43.883149,-19.674229,0,0,,,,,0,0
29055,-43.901586,-19.589772,-43.888391,-19.679523,0,0,,,,,0,0
29056,-43.901586,-19.589772,-43.906471,-19.652702,0,0,,,,,0,0
29057,-43.901586,-19.589772,-43.899851,-19.645832,0,0,,,,,0,0
29058,-43.901586,-19.589772,-43.90252,-19.645469,0,0,,,,,0,0
29059,-43.901586,-19.589772,-43.906929,-19.652204,0,0,,,,,0,0
29060,-43.901586,-19.589772,-43.912985,-19.656827,0,0,,,,,0,0
29061,-43.901586,-19.589772,-43.914629,-19.672628,0,0,,,,,0,0
29062,-43.901586,-19.589772,-43.917691,-19.651919,0,0,,,,,0,0
29063,-43.901586,-19.589772,-43.909459,-19.651335,0,0,,,,,0,0
29064,-43.901586,-19.589772,-43.911272,-19.638229,0,0,,,,,0,0
29065,-43.901586,-19.589772,-43.903268,-19.637818,0,0,,,,,0,0
29066,-43.901586,-19.589772,-43.905692,-19.642052,0,0,,,,,0,0
29067,-43.901586,-19.589772,-43.903487,-19.64332,0,0,,,,,0,0
29068,-43.901586,-19.589772,-43.893801,-19.630253,0,0,,,,,0,0
29069,-43.901586,-19.589772,-43.895888,-19.633426,0,0,,,,,0,0
29070,-43.901586,-19.589772,-43.909745,-19.631956,0,0,,,,,0,0
29071,-43.901586,-19.589772,-43.919088,-19.634054,0,0,,,,,0,0
29072,-43.901586,-19.589772,-43.900854,-19.627733,0,0,,,,,0,0
29073,-43.901586,-19.589772,-43.902047,-19.620749,0,0,,,,,0,0
29074,-43.901586,-19.589772,-43.909035,-19.625593,0,0,,,,,0,0
29075,-43.901586,-19.589772,-43.90726,-19.609734,0,0,,,,,0,0
29076,-43.901586,-19.589772,-43.907581,-19.607453,0,0,,,,,0,0
29077,-43.901586,-19.589772,-43.910681,-19.597121,0,0,,,,,0,0
29078,-43.901586,-19.589772,-43.908365,-19.59731,0,0,,,,,0,0
29079,-43.901586,-19.589772,-43.904545,-19.599376,0,0,,,,,0,0
29080,-43.901586,-19.589772,-43.905956,-19.602944,0,0,,,,,0,0
29081,-43.901586,-19.589772,-43.90425,-19.607577,0,0,,,,,0,0
29082,-43.901586,-19.589772,-43.8562,-19.653379,0,0,,,,,0,0
29083,-43.901586,-19.589772,-43.855257,-19.664662,0,0,,,,,0,0
29084,-43.901586,-19.589772,-43.835004,-19.613325,0,0,,,,,0,0
29085,-43.901586,-19.589772,-43.931548,-19.633201,0,0,,,,,0,0
29086,-43.901586,-19.589772,-43.902263,-19.589971,0,0,,,,,0,0
29087,-43.901586,-19.589772,-43.904758,-19.587131,0,0,,,,,0,0
29088,-43.901586,-19.589772,-43.900299,-19.568602,0,0,,,,,0,0
29089,-43.901586,-19.589772,-43.91316,-19.648971,0,0,,,,,0,0
29090,-43.901586,-19.589772,-43.906578,-19.593924,0,0,,,,,0,0
29091,-43.901586,-19.589772,-43.906902,-19.593681,1218,254,,,,,1217.92,254.05
29092,-43.901586,-19.589772,-43.905009,-19.592915,953,173,,,,,952.81,173.42
29093,-43.901586,-19.589772,-43.900847,-19.644364,7803,611,,,,,7802.79,611.27
29094,-43.901586,-19.589772,-43.914656,-19.65363,9307,700,,,,,9307.01,699.92
29095,-43.901586,-19.589772,-43.910848,-19.654249,8942,671,,,,,8942.48,670.58
29096,-43.901586,-19.589772,-43.897169,-19.630133,5958,463,,,,,5958.3,463.34
29097,-43.901586,-19.589772,-43.899606,-19.631696,5814,435,,,,,5813.58,434.81
29098,-43.901586,-19.589772,-43.893764,-19.670226,13084,980,,,,,13084.08,979.83
29099,-43.901586,-19.589772,-43.890554,-19.669517,13347,972,,,,,13347.22,972.43
29100,-43.901586,-19.589772,-43.939093,-19.629064,10405,822,,,,,10405.49,822.09
29101,-43.901586,-19.589772,-43.919074,-19.648968,9762,783,,,,,9761.98,782.94
29102,-43.901586,-19.589772,-43.940653,-19.655266,15488,1038,,,,,15488.39,1038.11
29103,-43.901586,-19.589772,-43.900183,-19.629116,5390,405,,,,,5389.98,405.34
29104,-43.901586,-19.589772,-43.897816,-19.628832,5388,406,,,,,5388.47,405.76
29105,-43.901586,-19.589772,-43.916045,-19.633432,7818,599,,,,,7817.89,598.73
29106,-43.901586,-19.589772,-43.916412,-19.633451,8005,592,,,,,8005.22,592.42
29107,-43.901586,-19.589772,-43.913106,-19.628393,7036,565,,,,,7036.11,564.8
29108,-43.901586,-19.589772,-43.914878,-19.629806,7943,582,,,,,7942.81,582.01
29109,-43.901586,-19.589772,-43.912023,-19.592381,2066,416,,,,,2066.11,415.69
29110,-43.901586,-19.589772,-43.911289,-19.592478,1788,378,,,,,1787.52,377.55
29111,-43.901586,-19.589772,-43.906783,-19.590823,1767,364,,,,,1767.07,364.19
29112,-43.901586,-19.589772,-43.90548,-19.589524,1883,407,,,,,1883.46,406.59
29113,-43.901586,-19.589772,-43.907086,-19.598337,2583,309,,,,,2583.47,308.98
29114,-43.901586,-19.589772,-43.906269,-19.600281,2328,251,,,,,2328.15,251.07
29115,-43.901586,-19.589772,-43.897551,-19.620988,4599,379,,,,,4598.71,379.42
29116,-43.901586,-19.589772,-43.900884,-19.618184,4262,393,,,,,4262.23,393.45
29117,-43.901586,-19.589772,-43.90096,-19.587181,557,66,,,,,557.36,65.69
29118,-43.901586,-19.589772,-43.901366,-19.587546,492,46,,,,,492.35,46.07
29119,-43.901586,-19.589772,-43.897691,-19.584611,1221,111,,,,,1220.77,110.77
29120,-43.901586,-19.589772,-43.902877,-19.588517,679,68,,,,,678.57,67.85
29121,-43.901586,-19.589772,-43.901586,-19.589772,0,0,,,,,0,0
29122,-43.901586,-19.589772,-43.889328,-19.608436,3540,385,,,,,3540.38,385.01
29123,-43.901586,-19.589772,-43.889319,-19.613646,4554,466,,,,,4553.83,465.59
29124,-43.901586,-19.589772,-43.889659,-19.665607,13779,1040,,,,,13779.05,1039.59
29125,-43.901586,-19.589772,-43.886188,-19.665707,11300,995,,,,,11299.83,995.33
29126,-43.901586,-19.589772,-43.887535,-19.663615,11669,1068,,,,,11668.5,1067.5
29127,-43.901586,-19.589772,-43.888583,-19.666894,13815,1025,,,,,13815.39,1024.97
29128,-43.901586,-19.589772,-43.888844,-19.668833,13561,994,,,,,13560.63,993.67
29129,-43.901586,-19.589772,-43.903767,-19.648578,7906,632,,,,,7905.54,632.17
29130,-43.901586,-19.589772,-43.904599,-19.649988,8034,656,,,,,8034.47,655.64
29131,-43.901586,-19.589772,-43.916107,-19.650046,9874,797,,,,,9874.36,797.07
29132,-43.901586,-19.589772,-43.916302,-19.646834,9356,759,,,,,9355.71,759.21
29133,-43.901586,-19.589772,-43.9159,-19.637532,7839,579,,,,,7839.41,578.52
29134,-43.901586,-19.589772,-43.91389,-19.637783,7622,564,,,,,7622.25,563.88
29135,-43.901586,-19.589772,-43.907854,-19.592234,1476,303,,,,,1475.67,303.11
29136,-43.901586,-19.589772,-43.910601,-19.59007,1749,322,,,,,1749.2,321.81
29137,-43.901586,-19.589772,-43.887176,-19.637988,6406,524,,,,,6405.62,523.97
29138,-43.901586,-19.589772,-43.88679,-19.640771,6663,549,,,,,6662.69,548.55
29139,-43.901586,-19.589772,-43.884394,-19.666874,11101,978,,,,,11101.17,978.1
29140,-43.901586,-19.589772,-43.884336,-19.663536,11403,1036,,,,,11403.33,1035.73
29141,-43.901586,-19.589772,-43.918654,-19.665134,0,0,,,,,0,0
29142,-43.901586,-19.589772,-43.91609,-19.655881,0,0,,,,,0,0
29143,-43.901586,-19.589772,-43.916603,-19.634788,0,0,,,,,0,0
29144,-43.901586,-19.589772,-43.913155,-19.634636,0,0,,,,,0,0
29145,-43.901586,-19.589772,-43.899963,-19.613998,0,0,,,,,0,0
29146,-43.901586,-19.589772,-43.899687,-19.606162,0,0,,,,,0,0
29147,-43.901586,-19.589772,-43.896424,-19.611028,0,0,,,,,0,0
29148,-43.901586,-19.589772,-43.896972,-19.593068,0,0,,,,,0,0
29149,-43.901586,-19.589772,-43.900061,-19.595444,0,0,,,,,0,0
29150,-43.901586,-19.589772,-43.894138,-19.598335,0,0,,,,,0,0
29151,-43.901586,-19.589772,-43.893811,-19.604682,0,0,,,,,0,0
29152,-43.901586,-19.589772,-43.897331,-19.603655,0,0,,,,,0,0
29153,-43.901586,-19.589772,-43.901021,-19.601781,0,0,,,,,0,0
29154,-43.901586,-19.589772,-43.900053,-19.599668,0,0,,,,,0,0
29155,-43.901586,-19.589772,-43.89626,-19.60104,0,0,,,,,0,0
29156,-43.901586,-19.589772,-43.93517,-19.661016,0,0,,,,,0,0
29157,-43.901586,-19.589772,-43.937106,-19.660192,0,0,,,,,0,0
29158,-43.901586,-19.589772,-43.919783,-19.621652,0,0,,,,,0,0
29159,-43.901586,-19.589772,-43.921477,-19.608382,0,0,,,,,0,0
29160,-43.901586,-19.589772,-43.909054,-19.642838,0,0,,,,,0,0
29161,-43.901586,-19.589772,-43.912199,-19.64297,0,0,,,,,0,0
29162,-43.901586,-19.589772,-43.903093,-19.632624,0,0,,,,,0,0
29163,-43.901586,-19.589772,-43.905684,-19.632341,0,0,,,,,0,0
29164,-43.901586,-19.589772,-43.870231,-19.637962,0,0,,,,,0,0
29165,-43.901586,-19.589772,-43.8796,-19.636101,0,0,,,,,0,0
29166,-43.901586,-19.589772,-43.873138,-19.631576,0,0,,,,,0,0
29167,-43.901586,-19.589772,-43.88001,-19.634109,0,0,,,,,0,0
29168,-43.901586,-19.589772,-43.898519,-19.622424,0,0,,,,,0,0
29169,-43.901586,-19.589772,-43.900916,-19.624481,0,0,,,,,0,0
29170,-43.901586,-19.589772,-43.887247,-19.633683,0,0,,,,,0,0
29171,-43.901586,-19.589772,-43.894431,-19.625344,0,0,,,,,0,0
29172,-43.901586,-19.589772,-43.893167,-19.626828,0,0,,,,,0,0
29173,-43.901586,-19.589772,-43.883963,-19.650202,0,0,,,,,0,0
29174,-43.901586,-19.589772,-43.886291,-19.647427,0,0,,,,,0,0
29175,-43.901586,-19.589772,-43.908902,-19.634638,0,0,,,,,0,0
29176,-43.901586,-19.589772,-43.908705,-19.635958,0,0,,,,,0,0
29177,-43.901586,-19.589772,-43.91027,-19.629123,0,0,,,,,0,0
29178,-43.901586,-19.589772,-43.907624,-19.630851,0,0,,,,,0,0
29179,-43.901586,-19.589772,-43.906315,-19.605177,0,0,,,,,0,0
29180,-43.901586,-19.589772,-43.904322,-19.603605,0,0,,,,,0,0
29181,-43.901586,-19.589772,-43.877541,-19.63967,0,0,,,,,0,0
29182,-43.901586,-19.589772,-43.875605,-19.639262,0,0,,,,,0,0
29183,-43.901586,-19.589772,-43.894747,-19.621918,0,0,,,,,0,0
29184,-43.901586,-19.589772,-43.892466,-19.623253,0,0,,,,,0,0
29185,-43.901586,-19.589772,-43.90424,-19.615692,0,0,,,,,0,0
29186,-43.901586,-19.589772,-43.905849,-19.615717,0,0,,,,,0,0
29187,-43.901586,-19.589772,-43.906026,-19.615777,0,0,,,,,0,0
29188,-43.901586,-19.589772,-43.908313,-19.621627,0,0,,,,,0,0
29189,-43.901586,-19.589772,-43.862806,-19.599422,0,0,,,,,0,0
29190,-43.901586,-19.589772,-43.893944,-19.657715,0,0,,,,,0,0
29191,-43.901586,-19.589772,-43.901936,-19.595025,0,0,,,,,0,0
29192,-43.901586,-19.589772,-43.901976,-19.593303,0,0,,,,,0,0
29193,-43.901586,-19.589772,-43.901848,-19.596393,0,0,,,,,0,0
29194,-43.901586,-19.589772,-43.901741,-19.597045,0,0,,,,,0,0
29195,-43.901586,-19.589772,-43.868917,-19.660512,0,0,,,,,0,0
29196,-43.901586,-19.589772,-43.867017,-19.657715,0,0,,,,,0,0
29197,-43.901586,-19.589772,-43.912076,-19.6796,0,0,,,,,0,0
29198,-43.901586,-19.589772,-43.914368,-19.680459,0,0,,,,,0,0
29199,-43.901586,-19.589772,-43.888611,-19.676222,0,0,,,,,0,0
29200,-43.901586,-19.589772,-43.890232,-19.677258,0,0,,,,,0,0
29201,-43.901586,-19.589772,-43.892038,-19.618388,0,0,,,,,0,0
29202,-43.901586,-19.589772,-43.888789,-19.616173,0,0,,,,,0,0
29203,-43.901586,-19.589772,-43.904396,-19.627922,0,0,,,,,0,0
29204,-43.901586,-19.589772,-43.905374,-19.629867,0,0,,,,,0,0
29205,-43.901586,-19.589772,-43.876015,-19.580069,0,0,,,,,0,0
29206,-43.901586,-19.589772,-43.885587,-19.597796,0,0,,,,,0,0
29207,-43.901586,-19.589772,-43.908844,-19.601224,0,0,,,,,0,0
29208,-43.901586,-19.589772,-43.909191,-19.604362,0,0,,,,,0,0
29209,-43.901586,-19.589772,-43.894523,-19.686792,0,0,,,,,0,0
29210,-43.901586,-19.589772,-43.91043,-19.662867,0,0,,,,,0,0
29211,-43.901586,-19.589772,-51.404239,-19.182251,0,0,,,,,0,0
29212,-43.901586,-19.589772,-51.371731,-19.135087,0,0,,,,,0,0
29213,-43.901586,-19.589772,-51.397089,-19.184271,0,0,,,,,0,0
29214,-43.889328,-19.608436,-43.887816,-19.628894,0,0,,,,,0,0
29215,-43.889328,-19.608436,-43.886362,-19.623762,0,0,,,,,0,0
29216,-43.889328,-19.608436,-43.882329,-19.637045,0,0,,,,,0,0
29217,-43.889328,-19.608436,-43.885555,-19.638949,0,0,,,,,0,0
29218,-43.889328,-19.608436,-43.882628,-19.639586,0,0,,,,,0,0
29219,-43.889328,-19.608436,-43.869021,-19.640799,0,0,,,,,0,0
29220,-43.889328,-19.608436,-43.8721,-19.645243,0,0,,,,,0,0
29221,-43.889328,-19.608436,-43.878554,-19.649927,0,0,,,,,0,0
29222,-43.889328,-19.608436,-43.874361,-19.65039,0,0,,,,,0,0
29223,-43.889328,-19.608436,-43.874658,-19.654504,0,0,,,,,0,0
29224,-43.889328,-19.608436,-43.890344,-19.646015,0,0,,,,,0,0
29225,-43.889328,-19.608436,-43.875715,-19.666802,0,0,,,,,0,0
29226,-43.889328,-19.608436,-43.901752,-19.649969,0,0,,,,,0,0
29227,-43.889328,-19.608436,-43.90361,-19.647461,0,0,,,,,0,0
29228,-43.889328,-19.608436,-43.90646,-19.649462,0,0,,,,,0,0
29229,-43.889328,-19.608436,-43.931177,-19.664378,0,0,,,,,0,0
29230,-43.889328,-19.608436,-43.908711,-19.648155,0,0,,,,,0,0
29231,-43.889328,-19.608436,-43.916438,-19.638972,0,0,,,,,0,0
29232,-43.889328,-19.608436,-43.908495,-19.63815,0,0,,,,,0,0
29233,-43.889328,-19.608436,-43.901174,-19.634979,0,0,,,,,0,0
29234,-43.889328,-19.608436,-43.89168,-19.628555,0,0,,,,,0,0
29235,-43.889328,-19.608436,-43.90219,-19.626891,0,0,,,,,0,0
29236,-43.889328,-19.608436,-43.903074,-19.625283,0,0,,,,,0,0
29237,-43.889328,-19.608436,-43.909308,-19.606419,0,0,,,,,0,0
29238,-43.889328,-19.608436,-43.910928,-19.605063,0,0,,,,,0,0
29239,-43.889328,-19.608436,-43.905764,-19.596147,0,0,,,,,0,0
29240,-43.889328,-19.608436,-43.904896,-19.601687,0,0,,,,,0,0
29241,-43.889328,-19.608436,-43.835316,-19.647693,0,0,,,,,0,0
29242,-43.889328,-19.608436,-43.928335,-19.670593,0,0,,,,,0,0
29243,-43.889328,-19.608436,-43.935533,-19.660824,0,0,,,,,0,0
29244,-43.889328,-19.608436,-43.904992,-19.591055,0,0,,,,,0,0
29245,-43.889328,-19.608436,-43.896709,-19.6241,0,0,,,,,0,0
29246,-43.889328,-19.608436,-43.896466,-19.626741,0,0,,,,,0,0
29247,-43.889328,-19.608436,-43.889997,-19.625367,0,0,,,,,0,0
29248,-43.889328,-19.608436,-43.891097,-19.62513,0,0,,,,,0,0
29249,-43.889328,-19.608436,-43.880089,-19.630027,0,0,,,,,0,0
29250,-43.889328,-19.608436,-43.884944,-19.635291,0,0,,,,,0,0
29251,-43.889328,-19.608436,-43.884016,-19.641878,0,0,,,,,0,0
29252,-43.889328,-19.608436,-43.881444,-19.64237,0,0,,,,,0,0
29253,-43.889328,-19.608436,-43.879083,-19.642614,0,0,,,,,0,0
29254,-43.889328,-19.608436,-43.879921,-19.640267,0,0,,,,,0,0
29255,-43.889328,-19.608436,-43.873252,-19.640948,0,0,,,,,0,0
29256,-43.889328,-19.608436,-43.876184,-19.642382,0,0,,,,,0,0
29257,-43.889328,-19.608436,-43.86873,-19.648669,0,0,,,,,0,0
29258,-43.889328,-19.608436,-43.873966,-19.648314,0,0,,,,,0,0
29259,-43.889328,-19.608436,-43.876366,-19.648344,0,0,,,,,0,0
29260,-43.889328,-19.608436,-43.878041,-19.645779,0,0,,,,,0,0
29261,-43.889328,-19.608436,-43.880367,-19.645593,0,0,,,,,0,0
29262,-43.889328,-19.608436,-43.882307,-19.646324,0,0,,,,,0,0
29263,-43.889328,-19.608436,-43.864303,-19.65104,0,0,,,,,0,0
29264,-43.889328,-19.608436,-43.86371,-19.6557,0,0,,,,,0,0
29265,-43.889328,-19.608436,-43.870096,-19.65158,0,0,,,,,0,0
29266,-43.889328,-19.608436,-43.870192,-19.656439,0,0,,,,,0,0
29267,-43.889328,-19.608436,-43.874499,-19.658941,0,0,,,,,0,0
